PHI:1866	PHI:1866
PHI:8896	PHI:8896
PHI:1828	PHI:1828
PHI:1828	PHI:1741
PHI:1801	PHI:1801
PHI:123997	PHI:123997
PHI:3105	PHI:3105
PHI:7780	PHI:7780
PHI:4861	PHI:4861
PHI:5828	PHI:5828
PHI:123717	PHI:123717
PHI:4074	PHI:4074
PHI:1584	PHI:1584
PHI:125051	PHI:125051
PHI:125051	PHI:124495
PHI:6141	PHI:6141
PHI:1540	PHI:1540
PHI:1268	PHI:1268
PHI:1268	PHI:9481
PHI:5834	PHI:5834
PHI:11210	PHI:11210
PHI:2431	PHI:2431
PHI:7578	PHI:7578
PHI:5659	PHI:5659
PHI:5659	PHI:1794
PHI:1289	PHI:1289
PHI:10629	PHI:10629
PHI:10629	PHI:125250
PHI:10168	PHI:10168
PHI:6520	PHI:6520
PHI:1924	PHI:1924
PHI:124669	PHI:124669
PHI:7833	PHI:7833
PHI:3384	PHI:3384
PHI:7009	PHI:7009
PHI:7009	PHI:9550
PHI:7009	PHI:7010
PHI:11978	PHI:11978
PHI:3922	PHI:3922
PHI:5446	PHI:5446
PHI:10052	PHI:10052
PHI:10127	PHI:10127
PHI:123335	PHI:123335
PHI:9135	PHI:9135
PHI:11424	PHI:11424
PHI:3625	PHI:3625
PHI:124583	PHI:124583
PHI:10909	PHI:10909
PHI:123888	PHI:123888
PHI:123888	PHI:124514
PHI:9700	PHI:9700
PHI:124636	PHI:124636
PHI:5644	PHI:5644
PHI:1139	PHI:1139
PHI:1139	PHI:10426
PHI:5592	PHI:5592
PHI:7377	PHI:7377
PHI:6496	PHI:6496
PHI:1605	PHI:1605
PHI:5300	PHI:5300
PHI:11265	PHI:11265
PHI:4591	PHI:4591
PHI:4591	PHI:124783
PHI:4591	PHI:124782
PHI:5689	PHI:5689
PHI:5633	PHI:5633
PHI:7324	PHI:7324
PHI:538	PHI:538
PHI:5652	PHI:5652
PHI:5652	PHI:1869
PHI:4553	PHI:4553
PHI:3749	PHI:3749
PHI:124179	PHI:124179
PHI:5467	PHI:5467
PHI:1918	PHI:1918
PHI:6535	PHI:6535
PHI:1982	PHI:1982
PHI:5611	PHI:5611
PHI:123495	PHI:123495
PHI:2888	PHI:2888
PHI:3074	PHI:3074
PHI:8012	PHI:8012
PHI:5822	PHI:5822
PHI:5665	PHI:5665
PHI:5334	PHI:5334
PHI:2294	PHI:2294
PHI:4756	PHI:4756
PHI:9100	PHI:9100
PHI:3765	PHI:3765
PHI:9991	PHI:9991
PHI:123808	PHI:123808
PHI:124958	PHI:124958
PHI:124585	PHI:124585
PHI:125082	PHI:125082
PHI:124497	PHI:124497
PHI:1789	PHI:1789
PHI:125108	PHI:125108
PHI:125108	PHI:2482
PHI:125108	PHI:138
PHI:125108	PHI:837
PHI:125108	PHI:2323
PHI:125108	PHI:551
PHI:1719	PHI:1719
PHI:6979	PHI:6979
PHI:635__PHI:7270__PHI:9084__PHI:9231__PHI:9522__PHI:11209__PHI:12207	PHI:635__PHI:7270__PHI:9084__PHI:9231__PHI:9522__PHI:11209__PHI:12207
PHI:1656	PHI:1656
PHI:323	PHI:323
PHI:6725	PHI:6725
PHI:5862	PHI:5862
PHI:5862	PHI:5863
PHI:5862	PHI:5864
PHI:5862	PHI:5859
PHI:2620	PHI:2620
PHI:99	PHI:99
PHI:2919	PHI:2919
PHI:3315	PHI:3315
PHI:3315	PHI:1751
PHI:1673	PHI:1673
PHI:3959	PHI:3959
PHI:10734	PHI:10734
PHI:10734	PHI:3859
PHI:124722	PHI:124722
PHI:4101	PHI:4101
PHI:4870	PHI:4870
PHI:124137	PHI:124137
PHI:1979	PHI:1979
PHI:2641	PHI:2641
PHI:8768	PHI:8768
PHI:1838	PHI:1838
PHI:1735	PHI:1735
PHI:5422	PHI:5422
PHI:2979	PHI:2979
PHI:124389	PHI:124389
PHI:123708	PHI:123708
PHI:123708	PHI:123711
PHI:7392	PHI:7392
PHI:2678	PHI:2678
PHI:2678	PHI:6114
PHI:2678	PHI:11987
PHI:123470	PHI:123470
PHI:3978	PHI:3978
PHI:725	PHI:725
PHI:2380	PHI:2380
PHI:8746	PHI:8746
PHI:8746	PHI:8745
PHI:7129	PHI:7129
PHI:1307	PHI:1307
PHI:1300	PHI:1300
PHI:124165	PHI:124165
PHI:1113	PHI:1113
PHI:79	PHI:79
PHI:1356	PHI:1356
PHI:11665	PHI:11665
PHI:11665	PHI:10601
PHI:3312	PHI:3312
PHI:1609	PHI:1609
PHI:10189	PHI:10189
PHI:1350	PHI:1350
PHI:4011	PHI:4011
PHI:123500	PHI:123500
PHI:2493	PHI:2493
PHI:10779	PHI:10779
PHI:10779	PHI:9496
PHI:124877	PHI:124877
PHI:8848	PHI:8848
PHI:7990	PHI:7990
PHI:124987	PHI:124987
PHI:9015	PHI:9015
PHI:124201	PHI:124201
PHI:8655	PHI:8655
PHI:8655	PHI:2686
PHI:11222	PHI:11222
PHI:11222	PHI:11223
PHI:11222	PHI:11225
PHI:11222	PHI:11221
PHI:11222	PHI:11224
PHI:124068	PHI:124068
PHI:124303	PHI:124303
PHI:11468	PHI:11468
PHI:11121	PHI:11121
PHI:5323	PHI:5323
PHI:1647	PHI:1647
PHI:7292	PHI:7292
PHI:7292	PHI:7293
PHI:7448__PHI:8373__PHI:10341__PHI:11611__PHI:124364	PHI:7448__PHI:8373__PHI:10341__PHI:11611__PHI:124364
PHI:7448__PHI:8373__PHI:10341__PHI:11611__PHI:124364	PHI:124234
PHI:1984	PHI:1984
PHI:12072	PHI:12072
PHI:1676	PHI:1676
PHI:1437	PHI:1437
PHI:123440	PHI:123440
PHI:4221	PHI:4221
PHI:7804	PHI:7804
PHI:2754	PHI:2754
PHI:6928	PHI:6928
PHI:1391	PHI:1391
PHI:124435	PHI:124435
PHI:3621	PHI:3621
PHI:9067	PHI:9067
PHI:10903	PHI:10903
PHI:9282	PHI:9282
PHI:11639	PHI:11639
PHI:11199	PHI:11199
PHI:125091	PHI:125091
PHI:4511	PHI:4511
PHI:2876	PHI:2876
PHI:2876	PHI:2874
PHI:360	PHI:360
PHI:11333	PHI:11333
PHI:1662	PHI:1662
PHI:11002	PHI:11002
PHI:11002	PHI:3237
PHI:1508	PHI:1508
PHI:1109	PHI:1109
PHI:5664	PHI:5664
PHI:7771	PHI:7771
PHI:1780	PHI:1780
PHI:11448	PHI:11448
PHI:2976	PHI:2976
PHI:554__PHI:9468	PHI:554__PHI:9468
PHI:1522	PHI:1522
PHI:1522	PHI:1521
PHI:11919	PHI:11919
PHI:11919	PHI:6448
PHI:1561	PHI:1561
PHI:1561	PHI:2186
PHI:5643	PHI:5643
PHI:5643	PHI:1753
PHI:5416	PHI:5416
PHI:2631	PHI:2631
PHI:6196	PHI:6196
PHI:11203	PHI:11203
PHI:10321	PHI:10321
PHI:1685	PHI:1685
PHI:6260	PHI:6260
PHI:6260	PHI:6872
PHI:4669	PHI:4669
PHI:1992	PHI:1992
PHI:5115	PHI:5115
PHI:5339	PHI:5339
PHI:1421	PHI:1421
PHI:124418	PHI:124418
PHI:1408	PHI:1408
PHI:2883	PHI:2883
PHI:11061	PHI:11061
PHI:321	PHI:321
PHI:3624	PHI:3624
PHI:11546	PHI:11546
PHI:7792	PHI:7792
PHI:10553	PHI:10553
PHI:853	PHI:853
PHI:7137	PHI:7137
PHI:124599	PHI:124599
PHI:5646	PHI:5646
PHI:3308	PHI:3308
PHI:7600	PHI:7600
PHI:125246	PHI:125246
PHI:10834	PHI:10834
PHI:124515	PHI:124515
PHI:5631	PHI:5631
PHI:11872	PHI:11872
PHI:125087	PHI:125087
PHI:7007	PHI:7007
PHI:5282	PHI:5282
PHI:124337	PHI:124337
PHI:9843	PHI:9843
PHI:12254	PHI:12254
PHI:12254	PHI:10584
PHI:1255	PHI:1255
PHI:2735	PHI:2735
PHI:2735	PHI:11008
PHI:2735	PHI:10160
PHI:10427	PHI:10427
PHI:4663	PHI:4663
PHI:124965	PHI:124965
PHI:124965	PHI:124758
PHI:3508	PHI:3508
PHI:124892	PHI:124892
PHI:1745	PHI:1745
PHI:1745	PHI:1850
PHI:124538	PHI:124538
PHI:6211	PHI:6211
PHI:123538	PHI:123538
PHI:3215	PHI:3215
PHI:1686	PHI:1686
PHI:1445	PHI:1445
PHI:10180	PHI:10180
PHI:2967	PHI:2967
PHI:1744	PHI:1744
PHI:2555	PHI:2555
PHI:1361	PHI:1361
PHI:1361	PHI:1392
PHI:2931	PHI:2931
PHI:9123	PHI:9123
PHI:9123	PHI:9122
PHI:764	PHI:764
PHI:764	PHI:762
PHI:1524	PHI:1524
PHI:1836	PHI:1836
PHI:124900	PHI:124900
PHI:1834	PHI:1834
PHI:1594	PHI:1594
PHI:1594	PHI:9409
PHI:5681	PHI:5681
PHI:11231	PHI:11231
PHI:11570	PHI:11570
PHI:10532	PHI:10532
PHI:10532	PHI:11920
PHI:10532	PHI:2469
PHI:10532	PHI:123430
PHI:10532	PHI:6449
PHI:10532	PHI:7307
PHI:10532	PHI:10531
PHI:10532	PHI:12047
PHI:10532	PHI:4043
PHI:10532	PHI:124674
PHI:10532	PHI:124828
PHI:6842	PHI:6842
PHI:123730	PHI:123730
PHI:124858	PHI:124858
PHI:3419	PHI:3419
PHI:5685	PHI:5685
PHI:9827	PHI:9827
PHI:124803	PHI:124803
PHI:124803	PHI:665
PHI:123951	PHI:123951
PHI:1548	PHI:1548
PHI:6984	PHI:6984
PHI:9727	PHI:9727
PHI:8903	PHI:8903
PHI:7779	PHI:7779
PHI:8614	PHI:8614
PHI:2439	PHI:2439
PHI:123824	PHI:123824
PHI:10481	PHI:10481
PHI:1822	PHI:1822
PHI:1632	PHI:1632
PHI:124587	PHI:124587
PHI:1827	PHI:1827
PHI:3472	PHI:3472
PHI:2458	PHI:2458
PHI:2899	PHI:2899
PHI:1339	PHI:1339
PHI:9531	PHI:9531
PHI:9531	PHI:10803
PHI:9531	PHI:9532
PHI:9531	PHI:2710
PHI:11471	PHI:11471
PHI:1928	PHI:1928
PHI:124788	PHI:124788
PHI:5498	PHI:5498
PHI:407	PHI:407
PHI:407	PHI:69
PHI:407	PHI:2383
PHI:123194	PHI:123194
PHI:1803	PHI:1803
PHI:475	PHI:475
PHI:1683	PHI:1683
PHI:7154	PHI:7154
PHI:7287	PHI:7287
PHI:1893	PHI:1893
PHI:6539	PHI:6539
PHI:11545	PHI:11545
PHI:2147	PHI:2147
PHI:7187	PHI:7187
PHI:124976	PHI:124976
PHI:1687	PHI:1687
PHI:7727	PHI:7727
PHI:7727	PHI:2263
PHI:7727	PHI:124421
PHI:7727	PHI:4519
PHI:124857	PHI:124857
PHI:123927	PHI:123927
PHI:584	PHI:584
PHI:123676	PHI:123676
PHI:8559	PHI:8559
PHI:8559	PHI:5365
PHI:124317	PHI:124317
PHI:10789	PHI:10789
PHI:7827	PHI:7827
PHI:4973	PHI:4973
PHI:4973	PHI:123283
PHI:4973	PHI:4970
PHI:4973	PHI:4974
PHI:4973	PHI:4971
PHI:4973	PHI:4972
PHI:4973	PHI:12176
PHI:185	PHI:185
PHI:10136	PHI:10136
PHI:11764	PHI:11764
PHI:11764	PHI:4077
PHI:9561	PHI:9561
PHI:125085	PHI:125085
PHI:10880	PHI:10880
PHI:439	PHI:439
PHI:9963	PHI:9963
PHI:9010	PHI:9010
PHI:9010	PHI:8998
PHI:1455	PHI:1455
PHI:124153	PHI:124153
PHI:4747	PHI:4747
PHI:7197	PHI:7197
PHI:3046	PHI:3046
PHI:3046	PHI:9491
PHI:3046	PHI:2299
PHI:3046	PHI:4660
PHI:3046	PHI:1055
PHI:3046	PHI:237
PHI:10410	PHI:10410
PHI:1775	PHI:1775
PHI:11474	PHI:11474
PHI:6927	PHI:6927
PHI:1490	PHI:1490
PHI:2333	PHI:2333
PHI:2333	PHI:2332
PHI:1629	PHI:1629
PHI:1629	PHI:123197
PHI:123242	PHI:123242
PHI:123242	PHI:123565
PHI:1897	PHI:1897
PHI:6112	PHI:6112
PHI:9560	PHI:9560
PHI:1569	PHI:1569
PHI:11637	PHI:11637
PHI:3516	PHI:3516
PHI:1244	PHI:1244
PHI:1244	PHI:123754
PHI:2729	PHI:2729
PHI:4648	PHI:4648
PHI:1578	PHI:1578
PHI:10191	PHI:10191
PHI:1532	PHI:1532
PHI:3314	PHI:3314
PHI:7700	PHI:7700
PHI:1998	PHI:1998
PHI:5116	PHI:5116
PHI:7909	PHI:7909
PHI:2966	PHI:2966
PHI:124635	PHI:124635
PHI:5793	PHI:5793
PHI:124144	PHI:124144
PHI:3309	PHI:3309
PHI:7809	PHI:7809
PHI:11182	PHI:11182
PHI:2234	PHI:2234
PHI:10433	PHI:10433
PHI:1999	PHI:1999
PHI:5591	PHI:5591
PHI:124719	PHI:124719
PHI:10725	PHI:10725
PHI:6990	PHI:6990
PHI:1858	PHI:1858
PHI:4745	PHI:4745
PHI:125088	PHI:125088
PHI:11405	PHI:11405
PHI:9068	PHI:9068
PHI:8616	PHI:8616
PHI:10527	PHI:10527
PHI:10527	PHI:174
PHI:5872	PHI:5872
PHI:345	PHI:345
PHI:12169	PHI:12169
PHI:124116	PHI:124116
PHI:1907	PHI:1907
PHI:1495	PHI:1495
PHI:5535	PHI:5535
PHI:5535	PHI:124126
PHI:124901	PHI:124901
PHI:123439	PHI:123439
PHI:125266	PHI:125266
PHI:123171	PHI:123171
PHI:4177	PHI:4177
PHI:1285	PHI:1285
PHI:1941	PHI:1941
PHI:6159	PHI:6159
PHI:6159	PHI:124487
PHI:6159	PHI:109
PHI:6159	PHI:1176
PHI:6159	PHI:124099
PHI:6159	PHI:11980
PHI:3766	PHI:3766
PHI:7389	PHI:7389
PHI:11979	PHI:11979
PHI:631	PHI:631
PHI:1263	PHI:1263
PHI:6365	PHI:6365
PHI:12076	PHI:12076
PHI:1247	PHI:1247
PHI:1294	PHI:1294
PHI:8989	PHI:8989
PHI:625	PHI:625
PHI:124625	PHI:124625
PHI:1970	PHI:1970
PHI:123812	PHI:123812
PHI:4845	PHI:4845
PHI:123973	PHI:123973
PHI:1649	PHI:1649
PHI:2378	PHI:2378
PHI:124790	PHI:124790
PHI:2117	PHI:2117
PHI:2117	PHI:5881
PHI:2117	PHI:125076
PHI:2117	PHI:9903
PHI:2117	PHI:6569
PHI:2117	PHI:5898
PHI:2117	PHI:5897
PHI:2117	PHI:5889
PHI:2117	PHI:9534
PHI:1385	PHI:1385
PHI:4890	PHI:4890
PHI:6608	PHI:6608
PHI:4851	PHI:4851
PHI:1489	PHI:1489
PHI:1405	PHI:1405
PHI:9196	PHI:9196
PHI:123709	PHI:123709
PHI:5892	PHI:5892
PHI:5892	PHI:9902
PHI:3772	PHI:3772
PHI:10065	PHI:10065
PHI:123623	PHI:123623
PHI:10876	PHI:10876
PHI:4869	PHI:4869
PHI:5178	PHI:5178
PHI:123010	PHI:123010
PHI:123459	PHI:123459
PHI:11217	PHI:11217
PHI:7805	PHI:7805
PHI:7805	PHI:12134
PHI:1433	PHI:1433
PHI:9939	PHI:9939
PHI:3685	PHI:3685
PHI:7533	PHI:7533
PHI:1840	PHI:1840
PHI:10294	PHI:10294
PHI:2341	PHI:2341
PHI:124151	PHI:124151
PHI:124597	PHI:124597
PHI:11602	PHI:11602
PHI:5401	PHI:5401
PHI:4111	PHI:4111
PHI:4111	PHI:124532
PHI:4874	PHI:4874
PHI:1547	PHI:1547
PHI:7163	PHI:7163
PHI:10922	PHI:10922
PHI:1444	PHI:1444
PHI:124887	PHI:124887
PHI:7607	PHI:7607
PHI:2498	PHI:2498
PHI:1646	PHI:1646
PHI:1646	PHI:10770
PHI:1646	PHI:7815
PHI:5106	PHI:5106
PHI:5106	PHI:5107
PHI:7832	PHI:7832
PHI:326	PHI:326
PHI:547	PHI:547
PHI:5662	PHI:5662
PHI:123620	PHI:123620
PHI:10356	PHI:10356
PHI:3097	PHI:3097
PHI:3636	PHI:3636
PHI:3636	PHI:2630
PHI:508	PHI:508
PHI:124609	PHI:124609
PHI:7223	PHI:7223
PHI:7223	PHI:123071
PHI:1765	PHI:1765
PHI:6600	PHI:6600
PHI:124102	PHI:124102
PHI:8809	PHI:8809
PHI:4975	PHI:4975
PHI:1377	PHI:1377
PHI:124551	PHI:124551
PHI:5294	PHI:5294
PHI:124578	PHI:124578
PHI:1323	PHI:1323
PHI:1555	PHI:1555
PHI:6381	PHI:6381
PHI:6552	PHI:6552
PHI:8906	PHI:8906
PHI:8906	PHI:7341
PHI:8906	PHI:8690
PHI:8906	PHI:8575
PHI:4694	PHI:4694
PHI:4694	PHI:124154
PHI:9596	PHI:9596
PHI:1679	PHI:1679
PHI:1640	PHI:1640
PHI:5412	PHI:5412
PHI:10941	PHI:10941
PHI:123490	PHI:123490
PHI:123490	PHI:4849__PHI:5286
PHI:11798	PHI:11798
PHI:1497	PHI:1497
PHI:10092	PHI:10092
PHI:4891	PHI:4891
PHI:11179	PHI:11179
PHI:1880	PHI:1880
PHI:1880	PHI:5641
PHI:8606	PHI:8606
PHI:1506	PHI:1506
PHI:1476	PHI:1476
PHI:1363	PHI:1363
PHI:10533	PHI:10533
PHI:10533	PHI:123950
PHI:10533	PHI:123739
PHI:125061	PHI:125061
PHI:544	PHI:544
PHI:544	PHI:8537
PHI:544	PHI:1161
PHI:544	PHI:2731
PHI:11476	PHI:11476
PHI:3512	PHI:3512
PHI:5815	PHI:5815
PHI:11089	PHI:11089
PHI:11089	PHI:124393
PHI:11089	PHI:355
PHI:11089	PHI:3391
PHI:125221	PHI:125221
PHI:1855	PHI:1855
PHI:6599	PHI:6599
PHI:7931	PHI:7931
PHI:10570	PHI:10570
PHI:10570	PHI:10569
PHI:10570	PHI:10568
PHI:2540	PHI:2540
PHI:1934	PHI:1934
PHI:1336	PHI:1336
PHI:124969	PHI:124969
PHI:6691	PHI:6691
PHI:5368	PHI:5368
PHI:1635	PHI:1635
PHI:1714	PHI:1714
PHI:5779	PHI:5779
PHI:123926	PHI:123926
PHI:123166	PHI:123166
PHI:5164	PHI:5164
PHI:222	PHI:222
PHI:222	PHI:2476
PHI:222	PHI:12054
PHI:123680	PHI:123680
PHI:3389	PHI:3389
PHI:124644	PHI:124644
PHI:2184	PHI:2184
PHI:6340	PHI:6340
PHI:8985	PHI:8985
PHI:9798	PHI:9798
PHI:9798	PHI:12225
PHI:124621	PHI:124621
PHI:124621	PHI:124624
PHI:124621	PHI:124623
PHI:124621	PHI:124622
PHI:2622	PHI:2622
PHI:123407	PHI:123407
PHI:124664	PHI:124664
PHI:10604	PHI:10604
PHI:124596	PHI:124596
PHI:6138	PHI:6138
PHI:6711	PHI:6711
PHI:474	PHI:474
PHI:474	PHI:2640
PHI:474	PHI:2560
PHI:2101	PHI:2101
PHI:2101	PHI:8867
PHI:9130	PHI:9130
PHI:123464	PHI:123464
PHI:1216	PHI:1216
PHI:10777	PHI:10777
PHI:2807	PHI:2807
PHI:555	PHI:555
PHI:1341	PHI:1341
PHI:8995	PHI:8995
PHI:10926	PHI:10926
PHI:124802	PHI:124802
PHI:1682	PHI:1682
PHI:10421	PHI:10421
PHI:1322	PHI:1322
PHI:303	PHI:303
PHI:6368	PHI:6368
PHI:12232	PHI:12232
PHI:7691	PHI:7691
PHI:1357	PHI:1357
PHI:1557	PHI:1557
PHI:6689	PHI:6689
PHI:124584	PHI:124584
PHI:11541	PHI:11541
PHI:5577	PHI:5577
PHI:9877	PHI:9877
PHI:124148	PHI:124148
PHI:557	PHI:557
PHI:123562	PHI:123562
PHI:3124	PHI:3124
PHI:3895	PHI:3895
PHI:5094	PHI:5094
PHI:12006	PHI:12006
PHI:9569	PHI:9569
PHI:5679	PHI:5679
PHI:10883	PHI:10883
PHI:3777	PHI:3777
PHI:9376	PHI:9376
PHI:1334	PHI:1334
PHI:1919	PHI:1919
PHI:8624	PHI:8624
PHI:8624	PHI:9281
PHI:8624	PHI:3964
PHI:6629	PHI:6629
PHI:4657	PHI:4657
PHI:7812	PHI:7812
PHI:123312	PHI:123312
PHI:2437	PHI:2437
PHI:123392	PHI:123392
PHI:124639	PHI:124639
PHI:10081	PHI:10081
PHI:5795	PHI:5795
PHI:1343	PHI:1343
PHI:6896	PHI:6896
PHI:859	PHI:859
PHI:859	PHI:577
PHI:859	PHI:6640
PHI:859	PHI:1024
PHI:859	PHI:124875
PHI:859	PHI:11118
PHI:859	PHI:3934
PHI:1674	PHI:1674
PHI:5639	PHI:5639
PHI:10354	PHI:10354
PHI:2050	PHI:2050
PHI:2050	PHI:124812
PHI:2050	PHI:377__PHI:486
PHI:2050	PHI:1010
PHI:10142	PHI:10142
PHI:124642	PHI:124642
PHI:6319	PHI:6319
PHI:10710	PHI:10710
PHI:1164	PHI:1164
PHI:1164	PHI:7445
PHI:1164	PHI:6179
PHI:1164	PHI:2405
PHI:10376	PHI:10376
PHI:9176	PHI:9176
PHI:123094	PHI:123094
PHI:7715	PHI:7715
PHI:468	PHI:468
PHI:1517	PHI:1517
PHI:1432	PHI:1432
PHI:124115	PHI:124115
PHI:11129	PHI:11129
PHI:3837	PHI:3837
PHI:4222	PHI:4222
PHI:607__PHI:613	PHI:607__PHI:613
PHI:124521	PHI:124521
PHI:124521	PHI:124524
PHI:123810	PHI:123810
PHI:5833	PHI:5833
PHI:1711	PHI:1711
PHI:7311	PHI:7311
PHI:3906	PHI:3906
PHI:3946	PHI:3946
PHI:227	PHI:227
PHI:227	PHI:125213
PHI:227	PHI:2317
PHI:227	PHI:1044
PHI:227	PHI:124709
PHI:227	PHI:11323
PHI:227	PHI:123397
PHI:2473	PHI:2473
PHI:7261	PHI:7261
PHI:7261	PHI:7260
PHI:7382	PHI:7382
PHI:1908	PHI:1908
PHI:123679	PHI:123679
PHI:3761	PHI:3761
PHI:1359	PHI:1359
PHI:1599	PHI:1599
PHI:6701	PHI:6701
PHI:124534	PHI:124534
PHI:124588	PHI:124588
PHI:3966	PHI:3966
PHI:6834	PHI:6834
PHI:123674	PHI:123674
PHI:12132	PHI:12132
PHI:6330	PHI:6330
PHI:6330	PHI:8744
PHI:5623	PHI:5623
PHI:6593	PHI:6593
PHI:11742	PHI:11742
PHI:5691	PHI:5691
PHI:1305	PHI:1305
PHI:7666	PHI:7666
PHI:5647	PHI:5647
PHI:5640	PHI:5640
PHI:452	PHI:452
PHI:452	PHI:454
PHI:452	PHI:3029
PHI:452	PHI:9591
PHI:124336	PHI:124336
PHI:123298	PHI:123298
PHI:123298	PHI:124078
PHI:123298	PHI:124077
PHI:123298	PHI:124079
PHI:124904	PHI:124904
PHI:124904	PHI:10472
PHI:7149	PHI:7149
PHI:2820	PHI:2820
PHI:4182	PHI:4182
PHI:1500	PHI:1500
PHI:5857	PHI:5857
PHI:5448	PHI:5448
PHI:9741	PHI:9741
PHI:1717	PHI:1717
PHI:2103	PHI:2103
PHI:11255	PHI:11255
PHI:2898	PHI:2898
PHI:123954	PHI:123954
PHI:1846	PHI:1846
PHI:3845	PHI:3845
PHI:2669	PHI:2669
PHI:1358	PHI:1358
PHI:123669	PHI:123669
PHI:4053	PHI:4053
PHI:6296	PHI:6296
PHI:10455	PHI:10455
PHI:2885	PHI:2885
PHI:1781	PHI:1781
PHI:6139	PHI:6139
PHI:4881	PHI:4881
PHI:4769	PHI:4769
PHI:5855	PHI:5855
PHI:3935	PHI:3935
PHI:3350	PHI:3350
PHI:4113	PHI:4113
PHI:4113	PHI:2858
PHI:4113	PHI:124872
PHI:7434	PHI:7434
PHI:123736	PHI:123736
PHI:8627	PHI:8627
PHI:124589	PHI:124589
PHI:1389	PHI:1389
PHI:124166	PHI:124166
PHI:1585	PHI:1585
PHI:1658	PHI:1658
PHI:9302	PHI:9302
PHI:1844	PHI:1844
PHI:3065	PHI:3065
PHI:1860	PHI:1860
PHI:12161	PHI:12161
PHI:12141	PHI:12141
PHI:1782	PHI:1782
PHI:12028	PHI:12028
PHI:10956	PHI:10956
PHI:10956	PHI:1145
PHI:124968	PHI:124968
PHI:1378	PHI:1378
PHI:12110	PHI:12110
PHI:12110	PHI:9799
PHI:4082	PHI:4082
PHI:123962	PHI:123962
PHI:123962	PHI:1461
PHI:3353	PHI:3353
PHI:8889	PHI:8889
PHI:8889	PHI:7710
PHI:3169	PHI:3169
PHI:1514	PHI:1514
PHI:1514	PHI:1512
PHI:1514	PHI:1513
PHI:1514	PHI:1425
PHI:3115	PHI:3115
PHI:4004	PHI:4004
PHI:4004	PHI:9930
PHI:124205	PHI:124205
PHI:11295	PHI:11295
PHI:11295	PHI:4595
PHI:5819	PHI:5819
PHI:5819	PHI:5820
PHI:5819	PHI:5821
PHI:125079	PHI:125079
PHI:11266	PHI:11266
PHI:11266	PHI:6218
PHI:11164	PHI:11164
PHI:7861	PHI:7861
PHI:1633	PHI:1633
PHI:124793	PHI:124793
PHI:6651	PHI:6651
PHI:10446	PHI:10446
PHI:123513	PHI:123513
PHI:159	PHI:159
PHI:6709	PHI:6709
PHI:6709	PHI:5297
PHI:1471	PHI:1471
PHI:6900	PHI:6900
PHI:1586	PHI:1586
PHI:3594	PHI:3594
PHI:123168	PHI:123168
PHI:123168	PHI:9842
PHI:123168	PHI:123569
PHI:125271	PHI:125271
PHI:1483	PHI:1483
PHI:125245	PHI:125245
PHI:4744	PHI:4744
PHI:123406	PHI:123406
